t(s),E(s),F(s),theta,E(theta),F(theta)
670.2,3.148837E-05,0.9964761,3.080397,0.006850422,0.9964761
670.8,2.900069E-05,0.9964942,3.083155,0.006310596,0.9964942
671.4,2.887907E-05,0.9965116,3.085913,0.006281614,0.9965116
672,2.834515E-05,0.9965288,3.088671,0.006166759,0.9965288
672.6,2.770909E-05,0.9965456,3.091429,0.00602702,0.9965456
673.2,2.735572E-05,0.9965621,3.094186,0.005949388,0.9965621
673.8,2.761461E-05,0.9965786,3.096944,0.006008347,0.9965786
674.4,2.855423E-05,0.9965955,3.099702,0.006211517,0.9965955
675,2.867903E-05,0.9966126,3.10246,0.006240292,0.9966126
675.6,2.75684E-05,0.9966295,3.105217,0.005999279,0.9966295
676.2,2.679302E-05,0.9966458,3.107975,0.005829026,0.9966458
676.8,2.60258E-05,0.9966617,3.110733,0.005660926,0.9966617
677.4,2.570325E-05,0.9966772,3.11349,0.005589338,0.9966772
678,2.458152E-05,0.9966922,3.116248,0.005344351,0.9966922
678.6,2.5718E-05,0.9967073,3.119006,0.00558905,0.9967073
679.2,2.729368E-05,0.9967232,3.121764,0.005931958,0.9967232
679.8,2.814177E-05,0.9967399,3.124522,0.006118276,0.9967399
680.4,2.906191E-05,0.996757,3.127279,0.006317346,0.996757
681,2.827358E-05,0.9967742,3.130037,0.006149949,0.9967742
681.6,2.893842E-05,0.9967914,3.132795,0.006295194,0.9967914
682.2,2.623872E-05,0.996808,3.135552,0.005708788,0.996808
682.8,2.39898E-05,0.996823,3.13831,0.00522051,0.996823
683.4,2.38668E-05,0.9968374,3.141068,0.005194301,0.9968374
684,2.354082E-05,0.9968516,3.143825,0.005124949,0.9968516
684.6,2.373042E-05,0.9968658,3.146583,0.005165608,0.9968658
685.2,2.425008E-05,0.9968802,3.149341,0.005276696,0.9968802
685.8,2.434251E-05,0.9968948,3.152099,0.005294831,0.9968948
686.4,2.541851E-05,0.9969097,3.154857,0.005526694,0.9969097
687,2.55209E-05,0.996925,3.157614,0.005549549,0.996925
687.6,2.506742E-05,0.9969402,3.160372,0.005447572,0.9969402
688.2,2.546065E-05,0.9969553,3.16313,0.005534686,0.9969553
688.8,2.66943E-05,0.996971,3.165888,0.005801907,0.996971
689.4,2.641161E-05,0.9969869,3.168645,0.005739802,0.9969869
690,2.631534E-05,0.9970027,3.171403,0.005718562,0.9970027
690.6,2.53943E-05,0.9970182,3.174161,0.005518207,0.9970182
691.2,2.505927E-05,0.9970334,3.176918,0.005445419,0.9970334
691.8,2.346068E-05,0.9970479,3.179676,0.005100647,0.9970479
692.4,2.4261E-05,0.9970622,3.182434,0.005273302,0.9970622
693,2.518383E-05,0.9970771,3.185192,0.005476223,0.9970771
693.6,2.525768E-05,0.9970922,3.18795,0.005491542,0.9970922
694.2,2.560404E-05,0.9971075,3.190707,0.005566277,0.9971075
694.8,2.499969E-05,0.9971226,3.193465,0.005433867,0.9971226
695.4,2.436363E-05,0.9971375,3.196223,0.005294129,0.9971375
696,2.401931E-05,0.9971519,3.19898,0.005219932,0.9971519
696.6,2.411558E-05,0.9971664,3.201738,0.005241173,0.9971664
697.2,2.33839E-05,0.9971806,3.204496,0.005083506,0.9971806
697.8,2.402289E-05,0.9971949,3.207253,0.005225066,0.9971949
698.4,2.369716E-05,0.9972092,3.210011,0.005153685,0.9972092
699,2.460165E-05,0.9972237,3.212769,0.005351762,0.9972237
699.6,2.501257E-05,0.9972386,3.215527,0.005440408,0.9972386
700.2,2.352206E-05,0.9972531,3.218285,0.005114766,0.9972531
700.8,2.317367E-05,0.9972671,3.221042,0.005039493,0.9972671
701.4,2.259174E-05,0.9972808,3.2238,0.004913003,0.9972808
702,2.329415E-05,0.9972946,3.226558,0.00506922,0.9972946
702.6,2.404735E-05,0.9973088,3.229316,0.005231524,0.9973088
703.2,2.398279E-05,0.9973232,3.232073,0.005217612,0.9973232
703.8,2.241142E-05,0.9973371,3.234831,0.004873752,0.9973371
704.4,2.248797E-05,0.9973506,3.237589,0.004892922,0.9973506
705,2.243996E-05,0.9973641,3.240346,0.004881288,0.9973641
705.6,2.10908E-05,0.9973771,3.243104,0.004586698,0.9973771
706.2,2.118503E-05,0.9973898,3.245862,0.0046074,0.9973898
706.8,2.158869E-05,0.9974027,3.24862,0.004695177,0.9974027
707.4,2.075373E-05,0.9974154,3.251378,0.004513372,0.9974154
708,2.013715E-05,0.9974276,3.254135,0.004377732,0.9974276
708.6,2.039197E-05,0.9974398,3.256893,0.004435615,0.9974398
709.2,2.033035E-05,0.997452,3.259651,0.004423525,0.997452
709.8,2.081894E-05,0.9974644,3.262408,0.004530595,0.9974644
710.4,2.15291E-05,0.9974771,3.265166,0.004683625,0.9974771
711,2.26051E-05,0.9974903,3.267924,0.004915488,0.9974903
711.6,2.244248E-05,0.9975038,3.270682,0.00487777,0.9975038
712.2,2.243204E-05,0.9975173,3.273439,0.004877106,0.9975173
712.8,2.29963E-05,0.9975309,3.276197,0.005002063,0.9975309
713.4,2.272697E-05,0.9975446,3.278955,0.004942442,0.9975446
714,2.257837E-05,0.9975582,3.281713,0.004910519,0.9975582
714.6,2.230179E-05,0.9975717,3.284471,0.004850028,0.9975717
715.2,2.134178E-05,0.9975848,3.287228,0.004641476,0.9975848
715.8,2.064409E-05,0.9975974,3.289986,0.004489647,0.9975974
716.4,2.12138E-05,0.99761,3.292744,0.004612907,0.99761
717,1.977425E-05,0.9976222,3.295501,0.00430072,0.9976222
717.6,1.966371E-05,0.9976341,3.298259,0.004275713,0.9976341
718.2,1.877031E-05,0.9976456,3.301017,0.004081611,0.9976456
718.8,1.934523E-05,0.997657,3.303774,0.004205202,0.997657
719.4,1.924081E-05,0.9976686,3.306533,0.004181809,0.9976686
720,1.936789E-05,0.9976802,3.30929,0.004209094,0.9976802
720.6,2.011563E-05,0.997692,3.312048,0.004373095,0.997692
721.2,1.912416E-05,0.9977038,3.314806,0.004155186,0.9977038
721.8,1.986668E-05,0.9977155,3.317563,0.004318856,0.9977155
722.4,1.993214E-05,0.9977274,3.320321,0.004334051,0.9977274
723,1.990858E-05,0.9977394,3.323079,0.004328875,0.9977394
723.6,2.124934E-05,0.9977517,3.325836,0.00462334,0.9977517
724.2,2.053829E-05,0.9977643,3.328594,0.004469027,0.9977643
724.8,2.079881E-05,0.9977767,3.331352,0.004523185,0.9977767
725.4,1.993442E-05,0.9977889,3.33411,0.004332561,0.9977889
726,2.052247E-05,0.997801,3.336867,0.004460665,0.997801
726.6,1.907093E-05,0.9978129,3.339625,0.004143221,0.9978129
727.2,1.953802E-05,0.9978245,3.342383,0.004245654,0.9978245
727.8,1.937604E-05,0.9978362,3.345141,0.004211247,0.9978362
728.4,1.924285E-05,0.9978477,3.347899,0.004182347,0.9978477
729,1.894564E-05,0.9978592,3.350656,0.004118502,0.9978592
729.6,1.95901E-05,0.9978708,3.353414,0.004258365,0.9978708
730.2,1.953981E-05,0.9978825,3.356172,0.00424822,0.9978825
730.8,1.939235E-05,0.9978942,3.358929,0.004215553,0.9978942
731.4,1.834447E-05,0.9979055,3.361687,0.003985885,0.9979055
732,1.959035E-05,0.9979169,3.364445,0.004256336,0.9979169
732.6,1.894589E-05,0.9979285,3.367202,0.004116473,0.9979285
733.2,1.850033E-05,0.9979397,3.369961,0.004018677,0.9979397
733.8,1.843666E-05,0.9979508,3.372718,0.004006049,0.9979508
734.4,1.800765E-05,0.9979617,3.375476,0.00391053,0.9979617
735,1.819E-05,0.9979726,3.378234,0.00395032,0.9979726
735.6,1.791317E-05,0.9979834,3.380991,0.003891856,0.9979834
736.2,1.702271E-05,0.9979939,3.383749,0.003699576,0.9979939
736.8,1.764768E-05,0.9980043,3.386507,0.00383534,0.9980043
737.4,1.761076E-05,0.9980148,3.389264,0.00382768,0.9980148
738,1.663877E-05,0.9980251,3.392022,0.00361387,0.9980251
738.6,1.783207E-05,0.9980354,3.39478,0.003875667,0.9980354
739.2,1.671442E-05,0.9980458,3.397538,0.003631756,0.9980458
739.8,1.752672E-05,0.9980561,3.400296,0.003809669,0.9980561
740.4,1.684443E-05,0.9980664,3.403053,0.003660863,0.9980664
741,1.681272E-05,0.9980765,3.405811,0.003653535,0.9980765
741.6,1.645683E-05,0.9980865,3.408569,0.003579421,0.9980865
742.2,1.639251E-05,0.9980963,3.411327,0.003563481,0.9980963
742.8,1.6916E-05,0.9981063,3.414084,0.003677673,0.9981063
743.4,1.764948E-05,0.9981167,3.416842,0.003837906,0.9981167
744,1.792606E-05,0.9981274,3.4196,0.003898398,0.9981274
744.6,1.741594E-05,0.998138,3.422357,0.00378669,0.998138
745.2,1.736271E-05,0.9981484,3.425115,0.003774724,0.9981484
745.8,1.7331E-05,0.9981588,3.427873,0.003767395,0.9981588
746.4,1.616916E-05,0.9981689,3.430631,0.003514955,0.9981689
747,1.611072E-05,0.9981786,3.433389,0.003502658,0.9981786
747.6,1.60892E-05,0.9981882,3.436146,0.003498021,0.9981882
748.2,1.550522E-05,0.9981977,3.438904,0.003370993,0.9981977
748.8,1.651731E-05,0.9982073,3.441662,0.003592256,0.9982073
749.4,1.562391E-05,0.998217,3.444419,0.003398154,0.998217
750,1.587286E-05,0.9982264,3.447177,0.003452393,0.9982264
750.6,1.495296E-05,0.9982356,3.449935,0.003251294,0.9982356
751.2,1.426342E-05,0.9982444,3.452693,0.003101618,0.9982444
751.8,1.54418E-05,0.9982533,3.45545,0.003356336,0.9982533
752.4,1.461296E-05,0.9982623,3.458208,0.003176146,0.9982623
753,1.528619E-05,0.9982713,3.460966,0.003321516,0.9982713
753.6,1.489704E-05,0.9982804,3.463724,0.003235479,0.9982804
754.2,1.487731E-05,0.9982893,3.466481,0.003233408,0.9982893
754.8,1.525718E-05,0.9982984,3.469239,0.003318037,0.9982984
755.4,1.507165E-05,0.9983075,3.471997,0.003278455,0.9983075
756,1.568122E-05,0.9983166,3.474755,0.003411196,0.9983166
756.6,1.533804E-05,0.9983259,3.477512,0.003336255,0.9983259
757.2,1.527984E-05,0.9983352,3.48027,0.003321929,0.9983352
757.8,1.438146E-05,0.998344,3.483028,0.003125467,0.998344
758.4,1.438146E-05,0.9983527,3.485785,0.003125467,0.9983527
759,1.441113E-05,0.9983613,3.488543,0.003132257,0.9983613
759.6,1.455793E-05,0.99837,3.491301,0.003161614,0.99837
760.2,1.41511E-05,0.9983786,3.494059,0.003074044,0.9983786
760.8,1.454025E-05,0.9983872,3.496817,0.003160081,0.9983872
761.4,1.3737E-05,0.9983957,3.499574,0.002985605,0.9983957
762,1.355351E-05,0.9984039,3.502332,0.00294656,0.9984039
762.6,1.417033E-05,0.9984122,3.50509,0.003080171,0.9984122
763.2,1.452077E-05,0.9984208,3.507847,0.003155982,0.9984208
763.8,1.363372E-05,0.9984292,3.510605,0.002961466,0.9984292
764.4,1.484584E-05,0.9984378,3.513363,0.003224051,0.9984378
765,1.483044E-05,0.9984467,3.516121,0.003221029,0.9984467
765.6,1.431714E-05,0.9984554,3.518878,0.003109528,0.9984554
766.2,1.515593E-05,0.9984643,3.521636,0.003294437,0.9984643
766.8,1.459959E-05,0.9984732,3.524394,0.003173661,0.9984732
767.4,1.437013E-05,0.9984819,3.527152,0.003123521,0.9984819
768,1.530633E-05,0.9984908,3.52991,0.003328926,0.9984908
768.6,1.443648E-05,0.9984997,3.532667,0.00314,0.9984997
769.2,1.424598E-05,0.9985084,3.535425,0.003098057,0.9985084
769.8,1.371409E-05,0.9985167,3.538183,0.002983741,0.9985167
770.4,1.313444E-05,0.9985248,3.54094,0.002855761,0.9985248
771,1.400518E-05,0.9985329,3.543698,0.003045971,0.9985329
771.6,1.426546E-05,0.9985414,3.546456,0.003102156,0.9985414
772.2,1.421631E-05,0.9985499,3.549213,0.003091267,0.9985499
772.8,1.440298E-05,0.9985586,3.551971,0.003130105,0.9985586
773.4,1.430875E-05,0.9985672,3.554729,0.003109403,0.9985672
774,1.430059E-05,0.9985757,3.557487,0.00310725,0.9985757
774.6,1.342871E-05,0.998584,3.560245,0.002917785,0.998584
775.2,1.347648E-05,0.9985921,3.563002,0.002931447,0.9985921
775.8,1.376846E-05,0.9986003,3.56576,0.002994961,0.9986003
776.4,1.326038E-05,0.9986084,3.568518,0.002883791,0.9986084
777,1.234659E-05,0.9986161,3.571275,0.002684307,0.9986161
777.6,1.337409E-05,0.9986238,3.574033,0.002908592,0.9986238
778.2,1.26191E-05,0.9986316,3.576791,0.002743722,0.9986316
778.8,1.339472E-05,0.9986394,3.579549,0.002911947,0.9986394
779.4,1.298111E-05,0.9986473,3.582306,0.002819451,0.9986473
780,1.380588E-05,0.9986554,3.585064,0.002998565,0.9986554
780.6,1.431828E-05,0.9986638,3.587822,0.003108782,0.9986638
781.2,1.379569E-05,0.9986722,3.59058,0.002995873,0.9986722
781.8,1.296978E-05,0.9986802,3.593338,0.002817504,0.9986802
782.4,1.319199E-05,0.9986881,3.596095,0.002866775,0.9986881
783,1.298494E-05,0.9986959,3.598853,0.002822555,0.9986959
783.6,1.315686E-05,0.9987038,3.601611,0.002861681,0.9987038
784.2,1.287009E-05,0.9987116,3.604368,0.0027985,0.9987116
784.8,1.258739E-05,0.9987192,3.607126,0.002736394,0.9987192
785.4,1.16582E-05,0.9987265,3.609884,0.002533886,0.9987265
786,1.108556E-05,0.9987334,3.612641,0.002408805,0.9987334
786.6,1.12944E-05,0.99874,3.6154,0.002455591,0.99874
787.2,1.133654E-05,0.9987468,3.618157,0.002463582,0.9987468
787.8,1.147178E-05,0.9987537,3.620915,0.002493021,0.9987537
788.4,1.205257E-05,0.9987607,3.623673,0.002620255,0.9987607
789,1.172276E-05,0.9987679,3.62643,0.002547798,0.9987679
789.6,1.203219E-05,0.998775,3.629188,0.002614873,0.998775
790.2,1.19982E-05,0.9987822,3.631946,0.002609034,0.9987822
790.8,1.23457E-05,0.9987895,3.634703,0.002683024,0.9987895
791.4,1.24952E-05,0.998797,3.637461,0.00271623,0.998797
792,1.213433E-05,0.9988044,3.640219,0.002639756,0.9988044
792.6,1.293147E-05,0.9988119,3.642977,0.002812618,0.9988119
793.2,1.291313E-05,0.9988196,3.645735,0.002807774,0.9988196
793.8,1.264062E-05,0.9988273,3.648492,0.002748359,0.9988273
794.4,1.259465E-05,0.9988349,3.65125,0.002737263,0.9988349
795,1.214387E-05,0.9988423,3.654008,0.002639135,0.9988423
795.6,1.385479E-05,0.9988501,3.656766,0.003011482,0.9988501
796.2,1.357641E-05,0.9988583,3.659523,0.002948424,0.9988583
796.8,1.358571E-05,0.9988665,3.662281,0.002949832,0.9988665
797.4,1.364709E-05,0.9988746,3.665039,0.002963951,0.9988746
798,1.322076E-05,0.9988827,3.667796,0.002872282,0.9988827
798.6,1.278743E-05,0.9988905,3.670554,0.002777715,0.9988905
799.2,1.234888E-05,0.998898,3.673312,0.002682817,0.998898
799.8,1.207205E-05,0.9989054,3.67607,0.002624354,0.9989054
800.4,1.146452E-05,0.9989124,3.678828,0.002492151,0.9989124
801,1.214045E-05,0.9989195,3.681585,0.002641371,0.9989195
801.6,1.115689E-05,0.9989265,3.684343,0.002427643,0.9989265
802.2,1.157596E-05,0.9989333,3.687101,0.002518442,0.9989333
802.8,1.111091E-05,0.9989401,3.689858,0.002416547,0.9989401
803.4,1.094103E-05,0.9989467,3.692616,0.002377959,0.9989467
804,1.128217E-05,0.9989534,3.695374,0.002452362,0.9989534
804.6,1.15497E-05,0.9989603,3.698132,0.002509417,0.9989603
805.2,1.139001E-05,0.9989672,3.700889,0.00247352,0.9989672
805.8,1.17393E-05,0.9989741,3.703647,0.002550076,0.9989741
806.4,1.179865E-05,0.9989811,3.706405,0.002563656,0.9989811
807,1.184667E-05,0.9989883,3.709163,0.00257529,0.9989883
807.6,1.157098E-05,0.9989953,3.71192,0.002516082,0.9989953
808.2,1.147585E-05,0.9990022,3.714678,0.002494097,0.9990022
808.8,1.169692E-05,0.9990091,3.717436,0.002544113,0.9990091
809.4,1.093899E-05,0.9990159,3.720194,0.00237742,0.9990159
810,1.080172E-05,0.9990224,3.722951,0.002347444,0.9990224
810.6,1.093378E-05,0.999029,3.725709,0.002377089,0.999029
811.2,1.107219E-05,0.9990356,3.728467,0.00240632,0.9990356
811.8,1.092563E-05,0.9990422,3.731224,0.002374936,0.9990422
812.4,1.090525E-05,0.9990487,3.733982,0.002369554,0.9990487
813,1.081305E-05,0.9990552,3.73674,0.00234939,0.9990552
813.6,1.046262E-05,0.9990616,3.739498,0.002273579,0.9990616
814.2,1.018604E-05,0.9990678,3.742256,0.002213088,0.9990678
814.8,1.095032E-05,0.9990742,3.745013,0.002379367,0.9990742
815.4,1.16983E-05,0.9990809,3.747771,0.002541339,0.9990809
816,1.159592E-05,0.999088,3.750529,0.002518485,0.999088
816.6,1.122217E-05,0.9990948,3.753286,0.00243547,0.9990948
817.2,1.100176E-05,0.9991015,3.756044,0.002388766,0.9991015
817.8,1.029478E-05,0.9991078,3.758802,0.002235529,0.9991078
818.4,1.043115E-05,0.9991141,3.76156,0.002264223,0.9991141
819,1.015661E-05,0.9991202,3.764317,0.002204269,0.9991202
819.6,1.074669E-05,0.9991265,3.767075,0.002332912,0.9991265
820.2,1.041982E-05,0.9991329,3.769833,0.002262276,0.9991329
820.8,1.072493E-05,0.9991392,3.772591,0.002330303,0.9991392
821.4,1.010925E-05,0.9991454,3.775349,0.002195947,0.9991454
822,9.893154E-06,0.9991514,3.778106,0.002148291,0.9991514
822.6,1.012034E-05,0.9991574,3.780864,0.002199921,0.9991574
823.2,9.951356E-06,0.9991634,3.783622,0.002162616,0.9991634
823.8,1.019011E-05,0.9991695,3.786379,0.002214165,0.9991695
824.4,1.013688E-05,0.9991756,3.789137,0.002202199,0.9991756
825,9.579402E-06,0.9991815,3.791895,0.002082168,0.9991815
825.6,1.039398E-05,0.9991875,3.794652,0.002258591,0.9991875
826.2,9.879786E-06,0.9991936,3.79741,0.002145807,0.9991936
826.8,9.59595E-06,0.9991994,3.800168,0.002084446,0.9991994
827.4,9.848076E-06,0.9992053,3.802926,0.002138478,0.9992053
828,9.10963E-06,0.999211,3.805684,0.001975885,0.999211
828.6,9.623828E-06,0.9992166,3.808441,0.002088669,0.9992166
829.2,9.987386E-06,0.9992225,3.811199,0.002168993,0.9992225
829.8,9.816122E-06,0.9992284,3.813957,0.002133178,0.9992284
830.4,1.006507E-05,0.9992344,3.816714,0.002187418,0.9992344
831,1.151889E-05,0.9992408,3.819472,0.002503372,0.9992408
831.6,1.257516E-05,0.9992481,3.82223,0.002733164,0.9992481
832.2,1.23201E-05,0.9992555,3.824988,0.00267731,0.9992555
832.8,1.113471E-05,0.9992626,3.827745,0.002419694,0.9992626
833.4,1.115623E-05,0.9992693,3.830503,0.002424331,0.9992693
834,1.013167E-05,0.9992757,3.833261,0.002201868,0.9992757
834.6,9.683823E-06,0.9992816,3.836019,0.002105561,0.9992816
835.2,9.310076E-06,0.9992873,3.838777,0.002022547,0.9992873
835.8,9.771045E-06,0.999293,3.841534,0.002123365,0.999293
836.4,9.240299E-06,0.9992987,3.844292,0.002008303,0.9992987
837,8.795879E-06,0.9993041,3.84705,0.001909762,0.9993041
837.6,9.419714E-06,0.9993096,3.849807,0.002046271,0.9993096
838.2,9.490388E-06,0.9993153,3.852565,0.002061798,0.9993153
838.8,1.008659E-05,0.9993212,3.855323,0.002192055,0.9993212
839.4,9.557882E-06,0.9993271,3.85808,0.002077531,0.9993271
840,9.616329E-06,0.9993328,3.860839,0.002089828,0.9993328
840.6,8.660402E-06,0.9993383,3.863596,0.001882352,0.9993383
841.2,8.133977E-06,0.9993433,3.866354,0.001766339,0.9993433
841.8,7.765203E-06,0.9993481,3.869112,0.001685684,0.9993481
842.4,7.927171E-06,0.9993528,3.871869,0.001720091,0.9993528
843,7.744822E-06,0.9993575,3.874627,0.001680301,0.9993575
843.6,8.640266E-06,0.9993624,3.877385,0.001874942,0.9993624
844.2,8.745584E-06,0.9993676,3.880142,0.001899618,0.9993676
844.8,8.70662E-06,0.9993728,3.8829,0.00189142,0.9993728
845.4,9.081752E-06,0.9993782,3.885658,0.001971661,0.9993782
846,8.859297E-06,0.9993836,3.888416,0.001924419,0.9993836
846.6,8.147344E-06,0.9993887,3.891174,0.001768823,0.9993887
847.2,8.308173E-06,0.9993936,3.893931,0.001803975,0.9993936
847.8,8.346896E-06,0.9993986,3.896689,0.001814201,0.9993986
848.4,8.870386E-06,0.9994038,3.899447,0.001928393,0.9994038
849,9.094634E-06,0.9994092,3.902205,0.001978202,0.9994092
849.6,9.315947E-06,0.9994147,3.904962,0.00202619,0.9994147
850.2,9.845551E-06,0.9994204,3.90772,0.002141996,0.9994204
850.8,9.515741E-06,0.9994262,3.910478,0.00206954,0.9994262
851.4,9.171664E-06,0.9994319,3.913235,0.001993315,0.9994319
852,8.981163E-06,0.9994373,3.915993,0.001951373,0.9994373
852.6,8.854325E-06,0.9994427,3.918751,0.00192206,0.9994427
853.2,9.052081E-06,0.999448,3.921509,0.001964872,0.999448
853.8,9.099196E-06,0.9994535,3.924267,0.001975222,0.9994535
854.4,9.103272E-06,0.9994589,3.927024,0.001976298,0.9994589
855,9.476123E-06,0.9994645,3.929782,0.00205803,0.9994645
855.6,9.586657E-06,0.9994702,3.93254,0.002083038,0.9994702
856.2,9.664586E-06,0.999476,3.935297,0.002099434,0.999476
856.8,1.028027E-05,0.999482,3.938055,0.00223379,0.999482
857.4,9.815226E-06,0.999488,3.940813,0.002131895,0.999488
858,9.536607E-06,0.9994938,3.943571,0.002070865,0.9994938
858.6,9.056156E-06,0.9994994,3.946328,0.001965947,0.9994994
859.2,8.35643E-06,0.9995046,3.949086,0.001813581,0.9995046
859.8,8.395395E-06,0.9995096,3.951844,0.001821779,0.9995096
860.4,8.583858E-06,0.9995147,3.954602,0.001863183,0.9995147
861,8.49574E-06,0.9995199,3.957359,0.001844096,0.9995199
861.6,8.74966E-06,0.999525,3.960117,0.001900694,0.999525
862.2,8.785446E-06,0.9995303,3.962875,0.001909099,0.9995303
862.8,8.765964E-06,0.9995356,3.965633,0.001905,0.9995356
863.4,8.862234E-06,0.9995408,3.96839,0.001926241,0.9995408
864,8.73719E-06,0.9995461,3.971148,0.001899493,0.9995461
864.6,8.309072E-06,0.9995512,3.973906,0.001805258,0.9995512
865.2,7.660538E-06,0.999556,3.976663,0.001664319,0.999556
865.8,7.247584E-06,0.9995605,3.979421,0.001575135,0.9995605
866.4,7.412732E-06,0.9995649,3.982179,0.001609335,0.9995649
867,7.304235E-06,0.9995693,3.984937,0.001584865,0.9995693
867.6,7.371973E-06,0.9995737,3.987695,0.00159857,0.9995737
868.2,6.995945E-06,0.999578,3.990452,0.001517045,0.999578
868.8,7.382163E-06,0.9995823,3.99321,0.001601261,0.9995823
869.4,6.470174E-06,0.9995865,3.995968,0.001404343,0.9995865
870,6.838948E-06,0.9995905,3.998725,0.001484998,0.9995905
870.6,7.396185E-06,0.9995947,4.001483,0.001607057,0.9995947
871.2,7.493595E-06,0.9995992,4.004241,0.001627552,0.9995992
871.8,7.641056E-06,0.9996038,4.006999,0.00166022,0.9996038
872.4,7.902474E-06,0.9996084,4.009756,0.00171566,0.9996084
873,7.359502E-06,0.999613,4.012514,0.001597369,0.999613
873.6,7.867586E-06,0.9996176,4.015272,0.001708539,0.9996176
874.2,7.89522E-06,0.9996223,4.01803,0.001714791,0.9996223
874.8,8.026377E-06,0.9996271,4.020788,0.001743152,0.9996271
875.4,7.953666E-06,0.9996319,4.023545,0.001727088,0.9996319
876,7.957742E-06,0.9996367,4.026303,0.001728164,0.9996367
876.6,8.037708E-06,0.9996414,4.029061,0.001745099,0.9996414
877.2,8.453596E-06,0.9996464,4.031818,0.001836104,0.9996464
877.8,8.146205E-06,0.9996514,4.034576,0.001769568,0.9996514
878.4,8.16047E-06,0.9996563,4.037334,0.001773335,0.9996563
879,7.917637E-06,0.9996611,4.040091,0.001720711,0.9996611
879.6,8.260816E-06,0.999666,4.042849,0.001795652,0.999666
880.2,8.127863E-06,0.9996709,4.045607,0.001764724,0.9996709
880.8,8.670834E-06,0.9996759,4.048365,0.001883015,0.9996759
881.4,8.274426E-06,0.999681,4.051123,0.001796108,0.999681
882,8.659504E-06,0.9996861,4.05388,0.001881069,0.9996861
882.6,8.481232E-06,0.9996912,4.056638,0.001842356,0.9996912
883.2,8.391076E-06,0.9996963,4.059396,0.001822731,0.9996963
883.8,8.165687E-06,0.9997012,4.062153,0.001773667,0.9997012
884.4,7.871662E-06,0.9997061,4.064911,0.001709615,0.9997061
885,7.542749E-06,0.9997107,4.067669,0.001638441,0.9997107
885.6,7.699503E-06,0.9997152,4.070427,0.001672517,0.9997152
886.2,7.377844E-06,0.9997198,4.073184,0.001602213,0.9997198
886.8,7.289726E-06,0.9997242,4.075942,0.001583126,0.9997242
887.4,7.03059E-06,0.9997285,4.0787,0.001526195,0.9997285
888,6.634181E-06,0.9997325,4.081458,0.001439288,0.9997325
888.6,6.983474E-06,0.9997367,4.084216,0.001515844,0.9997367
889.2,6.853457E-06,0.9997408,4.086973,0.001486737,0.9997408
889.8,7.380125E-06,0.9997451,4.089731,0.001600723,0.9997451
890.4,7.123924E-06,0.9997494,4.092489,0.001545614,0.9997494
891,7.147481E-06,0.9997537,4.095246,0.001550789,0.9997537
891.6,6.887204E-06,0.9997579,4.098004,0.001494604,0.9997579
